run	library	sample	include	project	date
2021-08_ac-colin_test_miseq	DDA147a	DDA147a	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA147b	DDA147b	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA147c	DDA147c	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA147d	DDA147d	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA147	DDA147	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA147x	DDA147x	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA148a	DDA148a	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA148	DDA148	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA149a	DDA149a	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA149b	DDA149b	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA149c	DDA149c	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA149e	DDA149e	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA149f	DDA149f	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA149	DDA149	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA150a	DDA150a	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA150b	DDA150b	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA150c	DDA150c	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA150	DDA150	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA42a	DDA42a	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA42b	DDA42b	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA42c	DDA42c	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA42d	DDA42d	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA42e	DDA42e	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA42	DDA42	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA43	DDA43	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA44	DDA44	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA45	DDA45	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA46	DDA46	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA47	DDA47	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA48	DDA48	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA56	DDA56	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA65	DDA65	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA67	DDA67	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA68	DDA68	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA73	DDA73	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA76	DDA76	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA97	DDA97	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	DDA98	DDA98	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3607	JJB3607	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3608	JJB3608	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3609a	JJB3609a	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3609	JJB3609	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3610	JJB3610	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3611	JJB3611	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3612a	JJB3612a	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3612b	JJB3612b	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3612c	JJB3612c	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3612d	JJB3612d	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3612	JJB3612	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3614a	JJB3614a	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3614b	JJB3614b	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3614c	JJB3614c	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3614d	JJB3614d	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	JJB3614	JJB3614	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	NCT-1	NCT-1	Y	AC_Phylo	4/08/2021
2021-08_ac-colin_test_miseq	NCT	NCT	Y	AC_Phylo	4/08/2021
2021-08_Colin_novaseq_S4	novaseq_CCA3065	novaseq_CCA3065	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1266	novaseq_CCA1266	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA4659	novaseq_CCA4659	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1372	novaseq_CCA1372	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1670	novaseq_CCA1670	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0499	novaseq_CCA0499	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA4019	novaseq_CCA4019	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1184	novaseq_CCA1184	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA4679	novaseq_CCA4679	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA5430	novaseq_CCA5430	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0687	novaseq_CCA0687	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3926	novaseq_CCA3926	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0956	novaseq_CCA0956	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3550-rep1	novaseq_CCA3550-rep1	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3550-rep2	novaseq_CCA3550-rep2	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3821	novaseq_CCA3821	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3085	novaseq_CCA3085	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA4854	novaseq_CCA4854	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0762	novaseq_CCA0762	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0478	novaseq_CCA0478	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0651	novaseq_CCA0651	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3887	novaseq_CCA3887	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1419	novaseq_CCA1419	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA4229	novaseq_CCA4229	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA4142	novaseq_CCA4142	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA4871	novaseq_CCA4871	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3345	novaseq_CCA3345	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3199-rep1	novaseq_CCA3199-rep1	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3199-rep2	novaseq_CCA3199-rep2	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3176	novaseq_CCA3176	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3778	novaseq_CCA3778	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1515	novaseq_CCA1515	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3877	novaseq_CCA3877	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1644	novaseq_CCA1644	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1598	novaseq_CCA1598	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3788	novaseq_CCA3788	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0773	novaseq_CCA0773	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3184	novaseq_CCA3184	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3190	novaseq_CCA3190	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0835	novaseq_CCA0835	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3325	novaseq_CCA3325	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0859	novaseq_CCA0859	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0841	novaseq_CCA0841	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0971	novaseq_CCA0971	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3228	novaseq_CCA3228	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0743	novaseq_CCA0743	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0863	novaseq_CCA0863	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0804-rep1	novaseq_CCA0804-rep1	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0804-rep2	novaseq_CCA0804-rep2	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1635	novaseq_CCA1635	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0716	novaseq_CCA0716	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1302	novaseq_CCA1302	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1139	novaseq_CCA1139	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1496	novaseq_CCA1496	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3238	novaseq_CCA3238	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0927	novaseq_CCA0927	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1587	novaseq_CCA1587	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0677	novaseq_CCA0677	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0783	novaseq_CCA0783	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3239	novaseq_CCA3239	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3841	novaseq_CCA3841	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0704	novaseq_CCA0704	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0848	novaseq_CCA0848	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0786	novaseq_CCA0786	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0709	novaseq_CCA0709	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3711	novaseq_CCA3711	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1592	novaseq_CCA1592	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1657	novaseq_CCA1657	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3118	novaseq_CCA3118	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1543	novaseq_CCA1543	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0980	novaseq_CCA0980	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA4009	novaseq_CCA4009	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3845	novaseq_CCA3845	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1590-rep1	novaseq_CCA1590-rep1	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1590-rep2	novaseq_CCA1590-rep2	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0923	novaseq_CCA0923	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3826	novaseq_CCA3826	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0751	novaseq_CCA0751	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0895	novaseq_CCA0895	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1620	novaseq_CCA1620	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3492	novaseq_CCA3492	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0768	novaseq_CCA0768	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3849	novaseq_CCA3849	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3209	novaseq_CCA3209	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0807-rep1	novaseq_CCA0807-rep1	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0742	novaseq_CCA0742	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3074	novaseq_CCA3074	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1684	novaseq_CCA1684	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1135	novaseq_CCA1135	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1676	novaseq_CCA1676	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA2961	novaseq_CCA2961	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1594	novaseq_CCA1594	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1643	novaseq_CCA1643	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1130	novaseq_CCA1130	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1605	novaseq_CCA1605	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0941	novaseq_CCA0941	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA4007	novaseq_CCA4007	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1557	novaseq_CCA1557	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3180	novaseq_CCA3180	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1563	novaseq_CCA1563	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1523	novaseq_CCA1523	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1342	novaseq_CCA1342	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0525	novaseq_CCA0525	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3929	novaseq_CCA3929	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0858	novaseq_CCA0858	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3862	novaseq_CCA3862	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1574	novaseq_CCA1574	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0733	novaseq_CCA0733	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3719	novaseq_CCA3719	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0800	novaseq_CCA0800	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1212	novaseq_CCA1212	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0807-rep2	novaseq_CCA0807-rep2	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3108	novaseq_CCA3108	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA2978	novaseq_CCA2978	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0823	novaseq_CCA0823	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0672	novaseq_CCA0672	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1692	novaseq_CCA1692	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3910	novaseq_CCA3910	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0572-rep1	novaseq_CCA0572-rep1	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0572-rep2	novaseq_CCA0572-rep2	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0949	novaseq_CCA0949	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA5487	novaseq_CCA5487	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3053	novaseq_CCA3053	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3409	novaseq_CCA3409	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3872	novaseq_CCA3872	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3329	novaseq_CCA3329	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1581	novaseq_CCA1581	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1033	novaseq_CCA1033	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA4902	novaseq_CCA4902	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0713	novaseq_CCA0713	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3154	novaseq_CCA3154	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3254	novaseq_CCA3254	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1565	novaseq_CCA1565	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0749	novaseq_CCA0749	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3160	novaseq_CCA3160	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA1435	novaseq_CCA1435	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3730-rep1	novaseq_CCA3730-rep1	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3730-rep2	novaseq_CCA3730-rep2	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3337	novaseq_CCA3337	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3315	novaseq_CCA3315	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA3942	novaseq_CCA3942	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_CCA0728	novaseq_CCA0728	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA149c	novaseq_DDA149c	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA121	novaseq_DDA121	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA117	novaseq_DDA117	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA139	novaseq_DDA139	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA123b	novaseq_DDA123b	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA136b	novaseq_DDA136b	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA122	novaseq_DDA122	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA144c	novaseq_DDA144c	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA124b	novaseq_DDA124b	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA117f	novaseq_DDA117f	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA123d	novaseq_DDA123d	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA125	novaseq_DDA125	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA150	novaseq_DDA150	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA140	novaseq_DDA140	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA114c	novaseq_DDA114c	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA146a	novaseq_DDA146a	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA120d	novaseq_DDA120d	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA142	novaseq_DDA142	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_JJB3612d	novaseq_JJB3612d	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA132c	novaseq_DDA132c	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA43	novaseq_DDA43	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA141c	novaseq_DDA141c	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA126f	novaseq_DDA126f	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA138f	novaseq_DDA138f	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA136c	novaseq_DDA136c	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA150a	novaseq_DDA150a	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA48	novaseq_DDA48	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA145b	novaseq_DDA145b	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA125f	novaseq_DDA125f	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA56	novaseq_DDA56	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA143b	novaseq_DDA143b	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA139a	novaseq_DDA139a	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA76	novaseq_DDA76	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_JJB3609	novaseq_JJB3609	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA145d	novaseq_DDA145d	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA123j	novaseq_DDA123j	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA125h	novaseq_DDA125h	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA125e	novaseq_DDA125e	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA124c	novaseq_DDA124c	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA142a	novaseq_DDA142a	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA131f	novaseq_DDA131f	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA145	novaseq_DDA145	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA143	novaseq_DDA143	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA145a	novaseq_DDA145a	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA130h	novaseq_DDA130h	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA130c	novaseq_DDA130c	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA97	novaseq_DDA97	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_JJB3612b	novaseq_JJB3612b	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA144b	novaseq_DDA144b	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA124e	novaseq_DDA124e	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA133	novaseq_DDA133	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA131d	novaseq_DDA131d	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA149	novaseq_DDA149	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA147x	novaseq_DDA147x	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA143c	novaseq_DDA143c	Y	AC_Phylo	28/01/2022
2021-08_Colin_novaseq_S4	novaseq_DDA138b	novaseq_DDA138b	Y	AC_Phylo	28/01/2022
